tca	ncbi	ko	tcapathway	tcapathname
659525	XP_970917	K01135	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659526	XP_970918	K02999	tca03020	RNA polymerase - Tribolium castaneum (red flour beetle)
659527	XP_008191952	K08815		
659528	XP_015836510			
659529	XP_970921	K02606		
659530	XP_970922			
659531	XP_970923	K11343	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
659532	XP_008195410	K16602		
659533	XP_970925	K18739	tca03250	Viral life cycle - HIV-1 - Tribolium castaneum (red flour beetle)
659534	XP_970926	K09586	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659535	XP_008196487	K14015	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659536	XP_008196649	K02923	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659537	XP_970929	K17508		
659538	XP_008197382			
659539	XP_008197555			
659540	XP_008197729	K01303		
659541	XP_970932	K15235		
659543	NP_001280517	K25484	tca04080	Neuroactive ligand-receptor interaction - Tribolium castaneum (red flour beetle)
659544	XP_008198405			
659545	XP_970936	K15108		
659546	XP_008199159			
659547	XP_970938	K23781		
659549	XP_970940	K27587		
659550	XP_970941	K02926	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659551	XP_970942	K09583		
659552	XP_015840737	K01890	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
659553	XP_966589			
659554	XP_015836438	K05700	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
659555	XP_015837518	K04955		
659556	NP_001164126	K04565	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659556	NP_001164126	K04565	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
659557	XP_015833163	K04851		
659558	XP_008200711	K00357	tca00790	Folate biosynthesis - Tribolium castaneum (red flour beetle)
659558	XP_008200711	K00357	tca01100	
659559	XP_970945	K20674	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
659560	XP_008200884	K18622		
659561	XP_015838382			
659562	XP_008194494	K23195		
659564	XP_008198789	K13095		
659565	XP_970951	K01365	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659565	XP_970951	K01365	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659565	XP_970951	K01365	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659566	XP_970952			
659567	XP_015840704	K05088	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659568	XP_008195094			
659569	XP_008190508	K26090		
659570	XP_970955			
659571	XP_970956			
659572	NP_001161907	K10719	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659573	XP_970958	K02434	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
659573	XP_970958	K02434	tca01100	
659574	XP_008191127	K21952		
659575	NP_001103904			
659576	NP_001103422	K05397		
659577	XP_015834830	K22204		
659578	XP_008192048			
659579	XP_970964	K14307	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
659580	XP_001811085	K19283		
659581	XP_970966			
659582	XP_970967	K25191		
659583	XP_008193678	K01191	tca00511	Other glycan degradation - Tribolium castaneum (red flour beetle)
659584	XP_970969			
659585	XP_970970	K01673	tca00910	Nitrogen metabolism - Tribolium castaneum (red flour beetle)
659585	XP_970970	K01673	tca01100	
659586	XP_008194481	K13513	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
659586	XP_008194481	K13513	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
659586	XP_008194481	K13513	tca01100	
659587	NP_001280526	K01135	tca00531	Glycosaminoglycan degradation - Tribolium castaneum (red flour beetle)
659587	NP_001280526	K01135	tca01100	
659587	NP_001280526	K01135	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659589	XP_008191989	K02331		
659592	XP_008195740			
659593	XP_015837627	K15259		
659594	XP_970979	K23568		
659596	XP_970981			
659597	XP_015836813	K10408	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659598	XP_970983	K15306		
659600	XP_970985			
659601	XP_008197383			
659603	NP_001164244	K25483	tca04080	Neuroactive ligand-receptor interaction - Tribolium castaneum (red flour beetle)
659605	XP_970990			
659606	XP_015840300	K23340		
659607	XP_001808901	K13157		
659608	XP_008199339	K15005		
659609	XP_008199381	K01415		
659610	XP_970994	K12866	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
659613	XP_970997			
659614	XP_970998	K04405		
659615	XP_008200235	K11652	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
659616	XP_971000	K02979	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659617	XP_008200312	K16860	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
659617	XP_008200312	K16860	tca00565	Ether lipid metabolism - Tribolium castaneum (red flour beetle)
659617	XP_008200312	K16860	tca01100	
659618	XP_971002			
659619	XP_971003	K02739	tca03050	Proteasome - Tribolium castaneum (red flour beetle)
659620	XP_008191350			
659621	XP_967040	K20526		
659622	XP_008191602	K18061		
659623	XP_008193439			
659624	XP_008197749			
659625	XP_971005	K22873		
659626	XP_971006	K11488	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
659627	XP_971007	K23404		
659628	XP_008198722			
659629	XP_015839835	K16175	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659630	XP_008201046			
659631	XP_008201542			
659632	XP_015840551	K10638		
659633	XP_971013			
659634	XP_008190511	K06270		
659635	XP_008196208	K01307	tca00790	Folate biosynthesis - Tribolium castaneum (red flour beetle)
659635	XP_008196208	K01307	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
659636	XP_008190878			
659637	XP_008192045	K23691		
659638	XP_008191263	K14717		
659639	XP_008191575	K07964	tca00531	Glycosaminoglycan degradation - Tribolium castaneum (red flour beetle)
659639	XP_008191575	K07964	tca01100	
659640	XP_971019	K23883	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659641	XP_008192051	K11405		
659642	XP_971021			
659644	XP_971023	K20302		
659645	XP_971024	K17606	tca04136	Autophagy - other - Tribolium castaneum (red flour beetle)
659645	XP_971024	K17606	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659646	XP_971025	K10394	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659647	XP_008193676	K10645		
659648	XP_008193568			
659649	XP_971028	K03768		
659650	XP_971029	K18163		
659651	XP_008194176	K20102		
659652	XP_971031	K03098		
659653	XP_971032	K10575	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
659653	XP_971032	K10575	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659654	XP_008194959	K04676	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
659654	XP_008194959	K04676	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659655	XP_008195037	K14258		
659657	XP_008196314	K08811		
659658	XP_971037	K00944	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659658	XP_971037	K00944	tca01232	Nucleotide metabolism - Tribolium castaneum (red flour beetle)
659658	XP_971037	K00944	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
659659	XP_008195303	K11583	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
659660	XP_971039	K16686	tca04214	Apoptosis - fly - Tribolium castaneum (red flour beetle)
659660	XP_971039	K16686	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659660	XP_971039	K16686	tca04392	Hippo signaling pathway - multiple species - Tribolium castaneum (red flour beetle)
659661	XP_008195530	K24013		
659662	XP_008196147	K20173		
659663	XP_008196488	K22762		
659664	XP_971043	K03331	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
659664	XP_971043	K03331	tca01100	
659665	XP_008196749	K05294	tca00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Tribolium castaneum (red flour beetle)
659665	XP_008196749	K05294	tca01100	
659666	XP_008197081			
659667	XP_971046	K21774		
659668	XP_971047	K13989	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659669	XP_971048	K14844		
659670	XP_971049	K12611	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
659671	XP_008197730	K26434		
659672	NP_001107850	K15001		
659673	XP_008197995			
659674	XP_008198207	K04468	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
659674	XP_008198207	K04468	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
659675	XP_008198408	K02684	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
659676	XP_976325			
659677	XP_008199382	K10408	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659678	XP_971056	K25762		
659679	XP_015839514	K13207		
659682	XP_008200170	K15307		
659683	XP_008200231	K12389	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659684	XP_971062	K07050		
659685	XP_008200316	K06111		
659686	XP_001806913			
659687	XP_971065	K00728	tca00514	Other types of O-glycan biosynthesis - Tribolium castaneum (red flour beetle)
659687	XP_971065	K00728	tca00515	Mannose type O-glycan biosynthesis - Tribolium castaneum (red flour beetle)
659687	XP_971065	K00728	tca01100	
659688	XP_008193464	K09455	tca04137	Mitophagy - animal - Tribolium castaneum (red flour beetle)
659689	XP_008196156	K00318	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
659689	XP_008196156	K00318	tca01100	
659690	XP_015838018	K08738	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
659690	XP_015838018	K08738	tca01100	
659690	XP_015838018	K08738	tca04214	Apoptosis - fly - Tribolium castaneum (red flour beetle)
659690	XP_015838018	K08738	tca04215	Apoptosis - multiple species - Tribolium castaneum (red flour beetle)
659691	XP_966863			
659693	XP_966781	K12873	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
659694	XP_008200566	K13094		
659695	XP_971067	K12259	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
659695	XP_971067	K12259	tca00410	beta-Alanine metabolism - Tribolium castaneum (red flour beetle)
659695	XP_971067	K12259	tca01100	
659696	XP_971068	K12846	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
659697	XP_008200971	K14453		
659698	XP_008194513	K09454		
659699	XP_971071	K01412		
659700	XP_971072	K10410	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659702	XP_008201282	K12394	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659703	XP_008201049			
659704	NP_001161316			
659706	XP_008190428	K10356	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659707	XP_008190675	K05695		
659708	XP_971079	K17710		
659709	XP_971080	K23741	tca00510	N-Glycan biosynthesis - Tribolium castaneum (red flour beetle)
659709	XP_971080	K23741	tca00513	Various types of N-glycan biosynthesis - Tribolium castaneum (red flour beetle)
659709	XP_971080	K23741	tca01100	
659709	XP_971080	K23741	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659711	XP_008191265			
659712	XP_971083			
659713	XP_971084	K16669	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659713	XP_971084	K16669	tca04392	Hippo signaling pathway - multiple species - Tribolium castaneum (red flour beetle)
659715	XP_971086	K00573		
659716	XP_015835032	K19283		
659717	XP_015835573	K07378		
659718	XP_001811801			
659719	XP_008193256	K08596		
659720	XP_008193420	K08342	tca04136	Autophagy - other - Tribolium castaneum (red flour beetle)
659720	XP_008193420	K08342	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659722	NP_001139342	K01047	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
659722	NP_001139342	K01047	tca00565	Ether lipid metabolism - Tribolium castaneum (red flour beetle)
659722	NP_001139342	K01047	tca00590	Arachidonic acid metabolism - Tribolium castaneum (red flour beetle)
659722	NP_001139342	K01047	tca00592	alpha-Linolenic acid metabolism - Tribolium castaneum (red flour beetle)
659722	NP_001139342	K01047	tca01100	
659723	XP_008193778	K10779		
659724	XP_008194273	K20409	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
659725	XP_971096	K03846	tca00510	N-Glycan biosynthesis - Tribolium castaneum (red flour beetle)
659725	XP_971096	K03846	tca00513	Various types of N-glycan biosynthesis - Tribolium castaneum (red flour beetle)
659725	XP_971096	K03846	tca01100	
659726	XP_971097			
659727	XP_008194753	K15172	tca03250	Viral life cycle - HIV-1 - Tribolium castaneum (red flour beetle)
659728	XP_008191956	K05323		
659729	XP_015836572	K13118		
659731	XP_971101			
659732	XP_015836879	K15123		
659733	XP_015836815	K19583		
659734	XP_008195611	K26164		
659735	XP_971105	K03331	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
659735	XP_971105	K03331	tca01100	
659736	XP_971106			
659737	XP_971107			
659739	XP_971109			
659740	XP_971110	K25605	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
659742	NP_001107847	K15001		
659743	XP_971113	K00002	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
659743	XP_971113	K00002	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
659743	XP_971113	K00002	tca00053	Ascorbate and aldarate metabolism - Tribolium castaneum (red flour beetle)
659743	XP_971113	K00002	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
659743	XP_971113	K00002	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
659743	XP_971113	K00002	tca01100	
659743	XP_971113	K00002	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
659744	XP_008198481	K01052	tca00100	Steroid biosynthesis - Tribolium castaneum (red flour beetle)
659744	XP_008198481	K01052	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659744	XP_008198481	K01052	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
659745	XP_971115	K10480		
659746	XP_008199168	K24222	tca00562	Inositol phosphate metabolism - Tribolium castaneum (red flour beetle)
659746	XP_008199168	K24222	tca01100	
659747	XP_971117	K01834	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
659747	XP_971117	K01834	tca00260	Glycine, serine and threonine metabolism - Tribolium castaneum (red flour beetle)
659747	XP_971117	K01834	tca01100	
659747	XP_971117	K01834	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
659747	XP_971117	K01834	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
659748	XP_971118	K00310	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
659748	XP_971118	K00310	tca00790	Folate biosynthesis - Tribolium castaneum (red flour beetle)
659748	XP_971118	K00310	tca01100	
659749	XP_971119	K05750		
659750	XP_008195529	K20125		
659751	XP_008200172	K03144	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
659751	XP_008200172	K03144	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
659752	XP_008200242			
659753	XP_971123			
659754	XP_015839702			
659756	XP_971125	K07478		
659757	XP_001810967	K09223		
659758	XP_008200719	K04523	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659759	XP_001811652	K11430	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
659759	XP_001811652	K11430	tca01100	
659759	XP_001811652	K11430	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
659760	XP_008200564	K23439		
659761	XP_971128	K23496		
659762	XP_008200886	K10895	tca03460	Fanconi anemia pathway - Tribolium castaneum (red flour beetle)
659763	XP_971130	K10573	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
659764	XP_008198691	K16315		
659765	XP_008201283	K00901	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
659765	XP_008201283	K00901	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
